epoch,train_loss,validation_loss
91,0.010078340011338394,0.010078471042215825
92,0.010074114787081877,0.010110586620867253
93,0.010094096300502618,0.010105165429413318
94,0.010073803174826835,0.010151853039860725
95,0.010082764509651397,0.010087949857115745
96,0.01007303369541963,0.010094401799142361
97,0.010073618160353766,0.010137068554759026
98,0.010074137511352698,0.010163520015776157
99,0.010075827431347635,0.01013033777475357
100,0.010074459641344017,0.010120189040899277
101,0.010066036234299343,0.01016361527144909
102,0.010078784063872364,0.010107939541339874
103,0.010090793557465077,0.010126804597675801
104,0.010087397355172369,0.010111988931894302
105,0.010069253924820158,0.010111483037471771
106,0.01006689735584789,0.010114471092820168
107,0.010069943318764369,0.010165515691041946
108,0.010074202840526899,0.010117895081639289
109,0.01008207986338271,0.010115926526486874
110,0.010075059015717772,0.010149280056357384
111,0.010077533005840248,0.0101101640984416
112,0.010079800594184134,0.010097175016999244
113,0.01006718202183644,0.010119353756308555
114,0.010087107813192739,0.010140504017472267
115,0.01008568140367667,0.010193641558289527
116,0.010072215207748944,0.010113874226808548
117,0.010060500974456469,0.010142148062586785
118,0.010073616434302594,0.010110617391765117
119,0.010057570371362899,0.010084694661200046
120,0.010083576200736893,0.010133883357048035
121,0.010084418836567136,0.01009292110800743
122,0.010072762212819523,0.010125805139541626
123,0.010087985222538313,0.010151714384555817
124,0.010092573944065306,0.010110053084790706
125,0.01006433315989044,0.010133287459611893
126,0.01005785105129083,0.010131286494433879
127,0.010077076806790299,0.010125009790062905
128,0.010085162876380815,0.010119992308318615
129,0.010080952958928214,0.01012576811015606
130,0.010064029486642943,0.010133040323853492
131,0.010086296999620067,0.01010743897408247
132,0.010079751283758216,0.010138177536427975
133,0.010076301801535818,0.010150581002235412
134,0.010068301690949334,0.010146561451256276
135,0.010067502686546909,0.010125898569822312
136,0.01007601341439618,0.01012243341654539
137,0.010063172243535519,0.010123742260038853
138,0.010090186807016531,0.010176342017948627
139,0.01007687265260352,0.010105243027210236
140,0.010074479062524106,0.010124634504318237
141,0.010070625560151206,0.010169064849615097
142,0.01007468779053953,0.010126385390758514
143,0.01007836527708504,0.010127867348492145
144,0.010066539562410779,0.010115131959319115
145,0.010081564635038376,0.010122504867613315
146,0.010082745059496826,0.010097965858876705
147,0.010075072215663063,0.010114277675747872
148,0.010074145922230349,0.010114440098404884
149,0.010069608849783739,0.010118305534124374
150,0.010081499471432633,0.010142649188637734
151,0.010076740255786313,0.010126652903854847
152,0.010065581239759923,0.010106342546641826
153,0.010062820418841309,0.010120332650840282
154,0.010065122735169199,0.010146357417106629
155,0.010081011830932565,0.01014599036425352
156,0.010064020959867371,0.010134588927030563
157,0.010072973113920953,0.010136092342436313
158,0.010070322242875894,0.010125369764864445
159,0.010067707726524936,0.010113031901419163
160,0.010074630723231368,0.010118003413081169
161,0.010066536433166929,0.01011659774929285
162,0.010064723321961032,0.010128168314695358
163,0.010066288150846958,0.010142927914857864
164,0.010067139768766033,0.010115629248321056
165,0.010073697658048737,0.010125157609581947
166,0.010068002103103532,0.010127739533782005
167,0.010073699669705496,0.010135986804962159
168,0.010063273335496585,0.010122499465942382
169,0.01006503562339478,0.010128297209739685
170,0.010068337126738495,0.01011874869465828
171,0.010071499028967486,0.01010320745408535
172,0.010071904994547368,0.010121577754616737
173,0.010070755730072658,0.010108144134283065
174,0.010068648242288166,0.010119614899158478
175,0.010075085937148995,0.010146176181733609
176,0.010073478511638112,0.010111202746629714
177,0.010071207330458694,0.010114138722419739
178,0.010068162356813749,0.010107698142528534
179,0.010069160896042983,0.010129658319056035
180,0.010066470499667857,0.010108215734362602
181,0.010062393049399059,0.010108227394521236
182,0.010068867020308972,0.010106058940291405
183,0.010072327930894163,0.010135817080736161
184,0.010067239503065746,0.010118709728121757
185,0.010065028936498695,0.010122791901230811
186,0.010071762990620401,0.010174879357218742
187,0.010069659964905844,0.010126094296574593
188,0.010070030718213982,0.010115248002111912
189,0.010061691709690623,0.010111635774374008
190,0.010068013415568405,0.010111566968262195
191,0.010064062165717284,0.010112145505845547
192,0.010074271187186241,0.01011791557073593
193,0.010067312812639607,0.01012322846800089
194,0.010077096757789453,0.010135842822492122
195,0.010073153765665161,0.0101593754068017
196,0.010074609458032582,0.010113568864762784
197,0.010062454057236513,0.010144381821155547
198,0.010065208425124487,0.010153719112277032
199,0.010067027364340094,0.010110551342368126
200,0.01006639020310508,0.010116510204970836
